Text,positive,negative,Lab,Label,Sentiment,Pred
Zrejme doma s Eva Popíková🎆,0.4852,0.5148,2.0,Neutral,0.75,Positive
Sid Roten za pokus to stálo. Psychiatria má inú stránku. 🤣🤣🤣🤣🤣,0.4898,0.5102,2.0,Neutral,0.0,Negative
Do lidla nakúpiť niečo 😁👍🏻,0.7645,0.2355,3.0,Positive,0.972,Negative
Všetky moje zuby protestujú 😅,0.5,0.5,1.0,Neutral,0.18,Negative
Neviem si predstaviť vianoce bez blízkých ❤️ a ani bez snehu ❄️❄️🍀,0.3996,0.6004,2.0,Negative,0.288,Positive
"Neviem,možno preto,že to tie malé deti nevedia?😉",0.4586,0.5414,2.0,Neutral,0.464,Negative
Ladislav nuž asi som videl veľa filmov s podobnou tematikou 🙂,0.4669,0.5331,2.0,Neutral,0.0,Negative
C 🙂 zíde sa nám do záhrady,0.5435,0.4565,3.0,Neutral,0.0,Negative
"S mojim drahým,v Tatrach....leeen ja a on 🌌🌌🌌",0.2388,0.7612,2.0,Negative,1.6590000000000003,Positive
Jednoznačne oblečenie.  Nikdy netrafili čo sa mi páči a ani veľkosť 🙈🙈,0.7738,0.2262,3.0,Positive,0.866,Negative
Zdieľam pre moju lásku Marka 💙🍀,0.6392,0.3608,3.0,Positive,1.02,Negative
"? jednotlivec, nevie sa však ktorý 😃 a dôkladne  vyšetríme...hmm",0.5137,0.4863,3.0,Neutral,0.558,Negative
Jan Moravcik netreba  sledovať domáce správy.. 😀,0.5081,0.4919,3.0,Neutral,0.572,Positive
Patrik Vít to bylo parádní no 🙂🖕🏻,0.4343,0.5657,2.0,Negative,0.0,Neutral
"Ak vyhrám, tak to konečne zistím :)) ešte som nebola na Pohode ✌️🍀",0.8598,0.1402,3.0,Positive,0.288,Negative
"Tradičnú kuchyňu mám radšej. No rada skúšam aj nové, moderné jedlá. 😊",0.5438,0.4562,3.0,Neutral,0.645,Positive
Ďalšia co potrebuje do novín vyplakavat 🤣🤣,0.4733,0.5267,2.0,Neutral,0.0,Negative
Mne staci uces- prelozim skin heads - vyholena hlava 😉,0.3844,0.6156,2.0,Negative,0.464,Neutral
8:54 a už sa teším že sa dnes v noci hodiny pusunu späť o hodinu🤗,0.6882,0.3118,3.0,Positive,0.0,Negative
Vlnky.... Alebo malinové šumienky 😄a čokoláda Barila,0.3918,0.6082,2.0,Negative,0.422,Positive
Bude 100%priplatok v praci😉,0.3926,0.6074,2.0,Negative,0.464,Neutral
Naše krstniatko Matúško spapa úplne všetko 👶,0.4777,0.5223,2.0,Neutral,0.448,Positive
Hej. Pamatame ako vyviezli mier aj sem v 68mom. Tfuj...😝,0.6572,0.3428,3.0,Positive,0.425,Negative
Lego friends pre nasu lasku Lili 🍀🤗,0.5119,0.4881,3.0,Neutral,0.288,Negative
Daniela Mihalova a také rozumné dievča to vyzeralo byť...🙉🙊🙈,0.4841,0.5159,2.0,Neutral,1.234,Negative
"Dobrý deň Lidl. \nJe ešte možnosť, že by sa na pultoch objavilo toto úžasné mlieko na opaľovanie??? \nĎakujem za odpoveď!🙂",0.6498,0.3502,3.0,Positive,0.0,Negative
Slovensko dáme tooo❤️🔥🇸🇰🇸🇰🎉,0.2637,0.7363,2.0,Negative,1.934,Positive
Robik Sláňa  ideální dárek pro Kryštůfka 😚😂,0.4369,0.5631,2.0,Negative,0.9359999999999999,Positive
Mna vzdy najviac poteší den strávený s mojim milým ❤️👫,0.3467,0.6533,2.0,Negative,0.259,Positive
"Pilos,🦋 Cien,🐌 Pikok, 🐞Lupilu,🦋 Silvercrest,🐌 Saguaro 🌳🌲🥛🥛",0.4533,0.5467,2.0,Neutral,2.871,Positive
Soldiers Of Jah Army 😘Soja,0.5402,0.4598,3.0,Neutral,0.702,Negative
"Súčastne možno nie, ale ani súčasne 😞",0.5044,0.4956,3.0,Neutral,-0.118,Negative
Populisti a rozvracači vlastnej rodiny 👊 boom,0.5571,0.4429,3.0,Positive,0.229,Negative
Tibor Szalay hlavne sebe😁.,0.4669,0.5331,2.0,Neutral,0.45,Negative
"Aby vám na Pohode počas koncertov nesvietilo do očí slnko, pripravili sme pre Vás štýlové okuliare a šiltovky. 😎 Stačí ak  nakúpite v Lunter kuchyni nad 15 € alebo sa odfotíte s jedlom v našom stánku, zdieľajte fotku s hashtagom #ajnatofuajnakasu a náš personál vás odmení. Kto skôr príde, ten skôr berie. Už sa nevieme dočkať.🤗",0.7744,0.2256,3.0,Positive,0.493,Negative
Išla by som z internátu do školy 😊,0.5171,0.4829,3.0,Neutral,0.645,Positive
Wau tak do Liptovskeho Hradku jeden poprosím 😃,0.2687,0.7313,2.0,Negative,0.558,Positive
Len nech sa opozicia netriesti...lebo sme v pi....😏,0.4594,0.5406,2.0,Neutral,0.332,Negative
"Cien, Esmara,Dulano,W5,lupilu 🤗 moje kombo oblubencov😚😚😚",0.5174,0.4826,3.0,Neutral,2.145,Positive
Mě nepřijde ze by ty zápasy prohrál Říha..🤔🤔,0.4105,0.5895,2.0,Negative,0.0,Neutral
Jan Rumpel zaujimave. A tak odlisne ceny😦,0.4858,0.5142,2.0,Neutral,-0.389,Negative
Všetky!🍋🍏🍓🍊🍍❤️neviem si bez nich predstavit zivot...,0.5217,0.4783,3.0,Neutral,1.972,Positive
"A keď ho najskôr skonzumujem, kydať do wc môžem? 😆😅😄😃😂😁😀😎",0.4759,0.5241,2.0,Neutral,3.3080000000000003,Positive
Jezis co to riesite take hluposti 🙈🙈🙈🙈,0.45299999999999996,0.547,2.0,Neutral,1.299,Negative
Jaseň dub buk breza lupana krajana 😉,0.5202,0.4798,3.0,Neutral,0.464,Positive
U nás jednoznačne jablková 😉,0.4932,0.5068,3.0,Neutral,0.464,Positive
"Niko Dzepina Tie ""pohariky"" su asi tradiciou vo vedeni SNS 😁",0.4509,0.5491,2.0,Neutral,0.45,Negative
Fico ho už prefackal som zvedavý na pelleho😘možno je jeho typ tak to nedokáže,0.5243,0.4757,3.0,Neutral,0.702,Negative
�� Schutz...ostrihaj sa a nájdi si robotu ❗😜,0.4737,0.5263,2.0,Neutral,0.557,Negative
Rada by som vyhrala ružovú súpravu pre moju 8 mesačnú dcérku 😂,0.3917,0.6083,2.0,Negative,0.221,Positive
"Konec únavy za volantem díky VIVA Matcha Tea a VIVA Vitamin Water. 💦 Proč? 👇\n📍 Vaše mysl bude bystrá, svěží a soustředěná\n📍 Obsahují denní dávku vitamínu C a B\n📍 Bez přidaného cukru, umělých sladidel a konzervantů\n📍 Vhodné pro vegany\n 👉 K dostání na OMV. ⛽",0.3236,0.6764,2.0,Negative,1.9600000000000002,Positive
Bryndzové pirohy od mojej mamičky 💓,0.5,0.5,1.0,Neutral,0.672,Positive
Mňa práve zobudili slnečné lúče! 🙂 takže vonku musí byť teraz krásne jasno 🙂,0.4622,0.5378,2.0,Neutral,0.0,Negative
V kruhu svojich blízkych oddychujem a naberam energiu na novy týždeň 😊,0.4651,0.5349,2.0,Neutral,0.645,Positive
Richard Vida tak nabuduce sa takto prestriedame ....😉,0.5517,0.4483,3.0,Positive,0.464,Neutral
Do školy pre moje deti aby som im stihala😄,0.3893,0.6107,2.0,Negative,0.422,Positive
Ja a moja tetuška na výlete v meste😇😇😇😇,0.485,0.515,2.0,Neutral,1.7999999999999998,Positive
Akí odborníci sa tu zišli🤣 adepti do krizoveho stabu🤣,0.4519,0.5481,2.0,Neutral,0.0,Negative
Naše Micina při ždímání utíká ven😞,0.4988,0.5012,2.0,Neutral,-0.118,Negative
A 🔝🎁💙🍾 - like a súťažím parádna výhra a like stránce -- Lidl Slovensko,0.5256,0.4744,3.0,Neutral,1.978,Positive
Pred telkou v obývačke s jednohubkami a Hubertom v ruke 🥳🍾,0.5766,0.4234,3.0,Positive,0.0,Negative
Pre toto sú  aše statusy dôveryhodnejšie ako vaše správy. 😄 /J,0.4587,0.5413,2.0,Neutral,0.422,Negative
pozor na posledne 2minuty 😁 vyhráme 🇸🇰,0.5,0.5,1.0,Neutral,0.9770000000000001,Negative
Predsa do Lidlu na nakúp 😍😂🍀,0.5754,0.4246,3.0,Positive,1.187,Negative
jedine dobre 🙂 oled neni jeste dokonala technologie,0.3569,0.6431,2.0,Negative,0.0,Positive
Loď 🚢 ktorá sa plaví do neznáma,0.5,0.5,1.0,Neutral,0.3,Negative
Uz len to mi chyba ..... 🤓,0.4588,0.5412,2.0,Neutral,0.0,Negative
Tejto vláde čo teraz je verím 🙏🙏🙏,0.4552,0.5448,2.0,Neutral,1.254,Negative
"Kto z vas volil číslo, lebo my meno😁😁😁",0.5345,0.4655,3.0,Neutral,1.35,Negative
No ked su toto osobnosti SR tak vam pekne dakujem😁,0.434,0.5660000000000001,2.0,Negative,0.45,Positive
"Dalsim predsavzatim je neprekrocit z vahou 99,9 kg 🤣",0.3827,0.6173,2.0,Negative,0.0,Positive
pan Blaha opet vecne a jasne 👍,0.5188,0.4812,3.0,Neutral,0.522,Positive
"Pre môjho synovca, ktorý zbožňuje plyšákov⛄⛄⛄",0.4301,0.5699,2.0,Negative,1.5870000000000002,Positive
Bude Note 9 velké jako S7 i poměrem stran a ne taková velká dlouhá špachtle jako Note 8? 😂🤣,0.3411,0.6589,2.0,Negative,0.221,Positive
"Ja som vrátila tiezPL.,a už daaavno nekupujeme PL výrobky 😊",0.3919,0.6081,2.0,Negative,0.645,Positive
"Hrusky a jablka mixovat.. Ach jaj narodnost a zivocisny druh..,🙈",0.6929,0.3071,3.0,Positive,0.433,Negative
"Březen, za kamna vlezem! ☔ Jarní počasí si z nás dělá trochu legraci. 😉Takže zítra můžete vyrazit v kalhotách a pozítří pro změnu v šatičkách. 👖👗🌞\n\n➡ DÁMSKÉ KALHOTY, dvě různé barevné kombinace, 36–44 – 249 Kč\n\n➡ ELEGANTNÍ ŠATY, pro dámy, s bílými proužky a ozdobným vázáním vpředu, v tmavě modré barvě, 36–44 – 249 Kč\n\nVýše uvedené produkty jsou z aktuální nabídky, která je dostupná do vyčerpání zásob.",0.3608,0.6392,2.0,Negative,1.987,Positive
MŠ Veterná 159 Námestovo ☘️☺️,0.485,0.515,2.0,Neutral,0.0,Positive
Najlepsie funguje jednoznacne v Japonsku..to Svajc.su amateri oproti Japoncom 😉,0.4595,0.5405,2.0,Neutral,0.464,Negative
Niekam za krasnou prirodou 😜🌳🌲🍀,0.8279,0.1721,3.0,Positive,1.7100000000000002,Neutral
Lego friends-plažovy aquapark 🍀☘️,0.3827,0.6173,2.0,Negative,0.288,Positive
"...lebo tieto si na ruku nedám, zišli by sa mi nové 😉",0.5017,0.4983,3.0,Neutral,0.464,Positive
"🍀Plienky č.1, najobľúbenejší produkt Lupilu plienky🍀",0.6124,0.3876,3.0,Positive,0.576,Negative
"Čo sem trepete politiku,debili ?😵",0.5244,0.4756,3.0,Neutral,0.087,Negative
Hm tak veľa rodín bude hladných 🤔,0.6342,0.3658,3.0,Positive,0.0,Negative
S8 odštartoval na moje narodky. Náhoda? Nemyslím... 😀 Bory mall Bratislava ❤️🍻,0.4971,0.5029,2.0,Neutral,1.093,Positive
"Uplne okato 🐷,  aby CSKA potrebovalo 5 minutovku to uz je ppci 😣🤔",0.4424,0.5576,2.0,Negative,0.161,Neutral
Ako je to s Musatovom a Cheechoum? Dakujeem ak niekto vie 🙂,0.4822,0.5178,2.0,Neutral,0.0,Negative
Viete mi poradit kde maju este čarovne hrnčeky v bratislave ? Kartičky mam len hrnčeky už nie su 😕,0.4975,0.5025,2.0,Neutral,-0.4,Negative
"Aj ja dúfam, ešte nemám splatený úver.🙂",0.4829,0.5171,2.0,Neutral,0.0,Positive
Z prace na bedminton. A potom po cersty roztek do Lidla.  😊,0.6767,0.3233,3.0,Positive,0.645,Negative
Ešte neprestalo účinkovať špáradlo? 🐽🐽🐽🐽,0.5,0.5,1.0,Neutral,0.40800000000000003,Negative
Teba vystrelit na mesiac..podla oblecenia sudis cloveka? Och..👋👋👋,0.2989,0.7011,2.0,Negative,1.248,Positive
"ja asi so psom na prechadzku, aby si on zabehal a ja zrelaxovala.. 🙂",0.4888,0.5112,3.0,Neutral,0.0,Negative
Peter Kovac 🤦‍♂️ no comment,0.5464,0.4536,3.0,Neutral,0.0,Negative
Vidite tu radost?? 🤣🤣🤣🤣\nA co tak percentualny podiel? ,0.5202,0.4798,3.0,Neutral,0.0,Negative
Aj ja si poprosim receptik 🙂,0.35200000000000004,0.648,2.0,Negative,0.0,Neutral
Jan Hluch ty si hlucha a debilna rusofobka 😀,0.5095,0.4905,3.0,Neutral,0.572,Positive
Radi chodíme spoznávať krásy nášho Slovenska. 😉,0.5157,0.4843,3.0,Neutral,0.464,Positive
vyhráme😉😉😉Nech bože dá nech bože dá veď my na to máme.....,0.6007,0.3993,3.0,Positive,1.3920000000000001,Neutral
"Ak budem musieť do roboty jazdiť na bycilki , dám výpoveď😀😀😀😀😀😀😀😀😀😀",0.5417,0.4583,3.0,Neutral,1.7159999999999997,Positive
"Hm, nechápem...Aďa, Aďa...😪",0.7265,0.2735,3.0,Positive,-0.081,Negative
Super.ideme na gagarinov pohár😂,0.6044,0.3956,3.0,Positive,0.221,Negative
"Miroslav Pálik ja varim vsetko okr. halusiek, knedly, lebo😋🙋‍♂️",0.4924,0.5076,3.0,Neutral,1.126,Negative
"Tento týždeň sme pomohli dnes už trojročnému dievčatku, ktoré trpí epilepsiou, poruchou zraku a ďalšími neurologickými problémami.😥  Natálka potrebuje intenzívnu rehabilitáciu, aby sa jej stav zlepšoval. Jej mamička verí, že jej dcérka raz povie „mama“, a že ju bude vidieť i počuť. Vďaka finančnej pomoci z projektu "" Lupilu - Od začiatku v dobrých rukách"" vo výške 2 000 eur bude môcť Natálka absolvovať sériu rehabilitačných pobytov Centre Neurino v Šamoríne. Ďakujeme! ❤️ Celý príbeh",0.9341,0.0659,3.0,Positive,0.123,Negative
��dobrý steak nikdy nie je zlý... 😋😍,0.4947,0.5053,3.0,Neutral,1.312,Positive
"Zastavte se u nás na svačinku. Připravili jsme pro vás totiž výhodnou nabídku v podobě farmářského sendviče s 0,5 l ledového čaje Fuze Tea za akčních 79 Kč. Lahodné osvěžení za skvělou cenu na vás čeká v našem Fresh Corneru 👍",0.4585,0.5415,2.0,Neutral,0.522,Negative
Poriadny fen a lak na vlasy\n😉😉😉😉,0.4859,0.5141,2.0,Neutral,1.3920000000000001,Negative
Keby boli aspon pekné... 😒,0.4862,0.5138,2.0,Neutral,-0.375,Negative
"Muj miláček ,kterého miluji z celého srdíčka 💗",0.3305,0.6695,2.0,Negative,0.659,Positive
"Myslím, že som v Žilinskom kraji veľmi ""obľúbený"" 😁",0.5803,0.4197,3.0,Positive,0.45,Negative
Tie gombiky to kedy bolo? 😍 este budu?,0.5104,0.4896,3.0,Neutral,0.678,Negative
Veď sedí na mieste spolujazdca  alebo ma volant vpravo? 😀😀,0.53,0.47,3.0,Neutral,1.144,Positive
"Laa Coos asi nemá rad naše krásne Slovensko, sa mi vidí 😃",0.8477,0.1523,3.0,Positive,0.558,Negative
Zoja Zoja gratulujem !! 👏👏,0.4379,0.5621,2.0,Negative,1.042,Positive
"Vsak to , akebo by sa zobudil s guľou v hlavičke 😈😈",0.4875,0.5125,2.0,Neutral,0.536,Negative
ružový balíček pre susedkynu   Alžbeta Franko   dcérku Laru ❤️👶🏼🎀 🍀🍀🍀🍀,0.5285,0.4715,3.0,Neutral,1.953,Positive
Mam taky pocit ze ju nevymenuje 🤔😬,0.4513,0.5487,2.0,Neutral,0.196,Negative
Samsung prosim o odpoved 😉,0.3818,0.6182,2.0,Negative,0.464,Neutral
"Nechce sa vám vymýšľať kam za zábavným víkendovým programom pre seba či svojich známych alebo rodinu? 🤔Nevadí, tentokrát nemusíte nič hľadať, máme pre vás jeden výborný tip na veselú netradičnú víkendovú akciu! ☺️👉 Otvorte svoju kultúrnu mapu a zaznačte si termín 25. až 27. máj a poďte sa s nami zabaviť na festival nového cirkusu Cirkul´art 2018 do Stupavy! \nTieto 3 dôvody vás určite presvedčia, prečo posledný májový víkend navštíviť toto skvelé podujatie ➡️ http://bit.ly/Cirkulart2018\n\n#EUandMe #EuropeForCulture",0.7406,0.2594,3.0,Positive,0.394,Negative
"Zaspomínala som na stare školské časy, keď sme sa na tom smiali 😀🙊",0.4633,0.5367,2.0,Neutral,1.033,Negative
Sak keď niečo chcete tak si to kúpte 😁,0.4559,0.5441,2.0,Neutral,0.45,Negative
Ma tam byt UEFA sa postarala😄,0.515,0.485,3.0,Neutral,0.422,Positive
"ked sa darí, tak sa darí 😕",0.499,0.501,2.0,Neutral,-0.4,Positive
100000000 krat lepsia a lacnejsie 😂👍👍👍👏👏👏👏👏,0.5052,0.4948,3.0,Neutral,3.35,Positive
Dnes na viedenskom ľade v tejto zostave 💪🦅🏒 zápas začína uz o 18:30!,0.5469,0.4531,3.0,Neutral,0.556,Negative
"S rodinkou doma, tak to mame najradsej ❤🙂",0.4837,0.5163,2.0,Neutral,0.0,Positive
Pozri si komenty na Slovan kde ho ludia najčastejsie zaraduju ze by nasa liga 😃,0.5518,0.4482,3.0,Positive,0.558,Negative
"Máte doma malou kočičku? 🐈 #SestavteSiKomplet a udělejte jí radost kouzelným tričkem s kočičí kapsičkou a příjemnými legínkami. 😍\n\n➡ TRIČKO, pro holčičky, s kočičí kapsičkou, s proužky, bílé s tmavě modrými nebo červenými proužky, 98–128 cm – 89 Kč\n\n➡ LEGÍNKY, pro holčičky, hladké, v růžové nebo tmavě modré barvě, 98–128 cm – 35 Kč",0.5679,0.4321,3.0,Positive,1.0350000000000001,Negative
Darovala by som ju dcére to by bol darček k narodeninám 🙂,0.5,0.5,1.0,Neutral,0.0,Positive
Pre moju kamaratku ktora ma uz kazdu chvilu rodit Lucia Riegelova caka malu 👸🏻,0.2438,0.7562,2.0,Negative,0.622,Positive
Na východe vyšlo slniečko🌞👏,0.5208,0.4792,3.0,Neutral,1.089,Positive
Daniel Ihring St a devilov 😟,0.5,0.5,1.0,Neutral,0.075,Negative
"Pre deticky z MS Krizna, Turany a ako hosta by si pozvali MS Obchodna, Turany 🙂",0.418,0.5820000000000001,2.0,Negative,0.0,Neutral
Ako zistim že ma vylosovali? 😍 bude to niekde zverejnene?,0.6478,0.3522,3.0,Positive,0.678,Negative
to sa mal akože priznať? 😮,0.5502,0.4498,3.0,Positive,0.278,Negative
Helena Majercinova naučte sa písať 😉,0.3074,0.6926,2.0,Negative,0.464,Neutral
A mimochodom ste volic Kotlebu ci Sme rodina? 😉,0.5801,0.4199,3.0,Positive,0.464,Neutral
Najviac hrebeň alebo kefu a fen sem tam aj žehličku na vlasy 😊,0.6889,0.3111,3.0,Positive,0.645,Negative
Zuzana Svetlíková už teraz rozmýšľam čo si vypytam na Vianoce 😀,0.5106,0.4894,3.0,Neutral,0.572,Positive
Peter Ivic ahm... Ale ze  Radačovský vozil fet je kóšer.. 🍍🍍🍍,0.5406,0.4594,3.0,Neutral,1.5,Negative
"lokše, môžu byť aj s pečenou kačkou 🌷",0.5793,0.4207,3.0,Positive,0.552,Negative
Kalamata... ale z tychto dvoch radsej tie cierne 😊,0.5356,0.4644,3.0,Neutral,0.645,Positive
To je reč od ženy.. 🤦‍♂️🙈🤔,0.4343,0.5657,2.0,Negative,0.433,Neutral
Max a Lili ❤Mali by sme veľkú radosť.🍀 A hlavne dcérky.,0.4788,0.5212,2.0,Neutral,0.288,Positive
"Kto pripravil zákony tak, aby boli sudcovia a prokurátori neodvolateľní?🤣🤣🤣🤣🤣",0.5242,0.4758,3.0,Neutral,0.0,Negative
"Na Silvestra každý strieľa 🎉. Niekto ohňostroje, niekto šampanské a Miki z Peťa. 😜\nZaprial by si lepšie namiesto kuriéra? Tak skús zmajstrovať vlastné prianie s Peťom Saganom na www.majstrovskyvins.sk",0.4183,0.5817,2.0,Negative,1.196,Positive
"Lunter! We need the recipe for the ""tofu scramble eggs"" that you served at Pohoda festival! So good.. I need to have them again 😋😋",0.5858,0.4142,3.0,Positive,1.268,Negative
wooow vyzera fantasticky! 😋,0.508,0.4920000000000001,3.0,Neutral,0.634,Positive
��Už dnes od 21:00 sledujte bývalého šéfa vyšetrovacieho tímu Gorila Lukáš Kyselica - OĽANO. Nenechajte si ho ujsť v relácii Téma dňa na TA3👆,0.8065,0.1935,3.0,Positive,0.333,Negative
Je to už 870 tis. stromčekov 😄,0.4166,0.5834,2.0,Negative,0.422,Positive
Úbožiaci😃boja sa všetci Smeru jak čert kríža😃,0.5636,0.4364,3.0,Positive,1.116,Negative
"Ľuboš, ako by to povedala Dagmar, Vaskovi by se tvoje slova nelibili 🤔",0.5603,0.4397,3.0,Positive,0.0,Negative
"Veci ktoré mi nesedeli, alebo voňavku ktorá mi smrdela 🙈",0.509,0.491,3.0,Neutral,0.433,Negative
Na ďalšie a ďalšie tetovania 😁,0.4855,0.5145,2.0,Neutral,0.45,Negative
Dobry den rad by som privital temu Batman justice...je super..😎,0.4920000000000001,0.508,2.0,Neutral,0.493,Negative
Populisticky správny koment 😂,0.4663,0.5337,2.0,Neutral,0.221,Negative
"A cim to je,ze sa vobec necudujem?!?😊",0.4022,0.5978,2.0,Negative,0.645,Positive
Najčastejšie používam fén... 😉,0.5935,0.4065,3.0,Positive,0.464,Neutral
No počkaj keď ti Luky bude zvoniť ...😁,0.5242,0.4758,3.0,Neutral,0.45,Negative
Takze si za priklad berieme Iran... 👍,0.5383,0.4617,3.0,Neutral,0.522,Positive
Výber kondómov musí byť správna a kvalitná voľba. Preto LIDL. 😉,0.5862,0.4138,3.0,Positive,0.464,Negative
Bee Muss zlikvidovať som myslela samozrejme obrazne 😀,0.5262,0.4738,3.0,Neutral,0.572,Positive
Bože chráň 😞 Ale v Smečku debilkovia sa tešia 😁,0.7616,0.2384,3.0,Positive,0.332,Negative
Lubor Jurena v BA kazda linka presahuje...tu nie si v Senci🙄.,0.3104,0.6896,2.0,Negative,0.0,Positive
kokoti uzatvoria si Bratislavu A budú sa vyvážať 😆,0.5773,0.4227,3.0,Positive,0.412,Negative
U nas vedie jednoznacne Perinbaba.⛄❄,0.5064,0.4936,3.0,Neutral,0.529,Positive
Jeeej za ludi maju spravodlivost jupiii 😀,0.539,0.461,3.0,Neutral,0.572,Positive
Peter Madleňák hej poprosím jednu cisternu nafty 😉,0.2852,0.7148,2.0,Negative,0.464,Neutral
Na šéfa polície dosť malo 😏,0.4637,0.5363,2.0,Neutral,0.332,Negative
"Aj ja gratulujem. Co si ludia zvolili, to budu mat. 😛",0.5515,0.4485,3.0,Positive,0.609,Negative
Jakub v inom by ťa ani nevyplatili. 😅😅,0.5,0.5,1.0,Neutral,0.36,Negative
Lukáš Kuko Nemček a ty nominant blazna Matovica😊,0.9076,0.0924,3.0,Positive,0.645,Neutral
Potom doporucujem na vsteko paracetamol a budeme na urovni UK😉,0.5019,0.4981,3.0,Neutral,0.464,Negative
ak ešte napadne urobím nabudúce nejaký párik 😉,0.6019,0.3981,3.0,Positive,0.464,Neutral
Limčo....v sačku...spomienky na deststvo😉,0.4288,0.5712,2.0,Negative,0.464,Neutral
Nesmúť 😉....budúci týždeň ich budeme mať my za takú cenu tak ti odložím 😉,0.4056,0.5944,2.0,Negative,0.928,Positive
"Kamkolvek ak ideme cela rodina spolu, trebars zoo 🦍🐒🐴🐏",0.5727,0.4273,3.0,Positive,1.2189999999999999,Negative
"Treba zakázať nože, to je jasné.👍",0.4136,0.5864,2.0,Negative,0.522,Positive
"vsetky samozrejme,ale ak si mozem vybrat tak oranzove 🍊🍊🍊",0.6045,0.3955,3.0,Positive,1.332,Negative
"Ovko jablko, marhuľa,  alebo Ovko jablko, karotka, broskyňa. 🙂",0.5598,0.4402,3.0,Positive,0.0,Negative
František Van Cvičela hod tip že kde je nejaká kvalitná 😁🤔,0.4698,0.5302,2.0,Neutral,0.45,Negative
Zdena Kaluzakova tak nech im smeráci pomôžu z toho čo nakradli. 🤔,0.462,0.5379999999999999,2.0,Neutral,0.0,Negative
"A nato už neodpoví😂😂,jen by zajímalo kdo sedí v představenstvu Lidlu 😂😂",0.4632,0.5368,2.0,Neutral,0.884,Negative
Pod mrakom a k tomu aj zima 😉,0.5292,0.4708,3.0,Neutral,0.464,Negative
Vyhrame uz dnes uz sa tesim na to ako ich dame dole 👇,0.7555,0.2445,3.0,Positive,0.255,Negative
Pre nasho Janicka 😎 chlapcensky set,0.4148,0.5852,2.0,Negative,0.493,Positive
Lego policajna stanica ❤️🌲,0.3812,0.6188,2.0,Negative,0.435,Positive
Danko si to nevie predstaviť v jednom vetnom suveti 😀😀😀😀,0.5068,0.4932,3.0,Neutral,1.7159999999999997,Positive
Chytiť dobrotu sa vám možno nikdy nepodarí. Zachytiť akčné video a vytvoriť z neho vtipnú slučku sa však s #GalaxyS9 podarí zakaždým. 🙂,0.5389,0.4611,3.0,Neutral,0.0,Negative
A-bombasticke ceny a bombasticke by bolo keby som ho dostala😁,0.4672,0.5328,2.0,Neutral,0.45,Positive
Jozef Banyasz Ty sa na mňa nedosiahneš ani vo sne. 😄😄😄 Maďar 🤣🤣,0.5348,0.4652,3.0,Neutral,1.266,Positive
"V mojom okoli som len sama so sebou momentalne, tak len moje⏰😉",0.4876,0.5124,2.0,Neutral,1.002,Negative
"Obdobie kaprov je za nami, teraz prichádza doba lososová! 🍣 Ochutnajte napríklad náš filet SJÖRAPPORT, ktorý sa stal víťazom dTestu.🏆\n\n — Products shown: SJÖRAPPORT.",0.5333,0.4667,3.0,Neutral,0.492,Negative
"Ó áno, je to pravda. 😊 Komunikáciu vo forme minút, správ a gigabajtov prenesených kdekoľvek v EÚ operátor stiahne z vášho domáceho balíka, ako keby ste ich využívali doma. Časy, keď sme v šoku čítali faktúry, sú od 15. júna preč. Vypočujte si prvý telefonát už podľa nových pravidiel naživo na našom Facebooku. Viac informácii už čoskoro #roamingakodoma",0.5282,0.4718,3.0,Neutral,0.645,Negative
Peter Švatarák \nMáte !🍀🌸🍀,0.5406,0.4594,3.0,Neutral,1.228,Negative
S detima aspoň se vracím do dětských let😆,0.6467,0.3533,3.0,Positive,0.412,Negative
Len nech nezdrazie s kazdou prehrou😀🙈,0.6361,0.3639,3.0,Positive,1.005,Negative
To by museli dostávať tu výplatu...Aké penaze taká hra...😉😉😉😂,0.3565,0.6435,2.0,Negative,1.6130000000000002,Neutral
"Monika, pozrieme sa na to 😉",0.5335,0.4665,3.0,Neutral,0.464,Negative
"Dnes už ročná Laurinka sa narodila predčasne. Lekári jej zistili cievne nádory na očku a kvôli ochabnutému svalstvu zatiaľ nechodí, nelozí a ani neštvornožkuje.😥 Musí nosiť na nožičkách dlahy a intenzívne rehabilitovať. Vďaka finančnej pomoci z projektu „ Lupilu - Od začiatku v dobrých rukách“ vo výške 2 000 eur bude môcť statočné dievčatko  absolvovať potrebné rehabilitácie v špecializovanom pracovisku. Ďakujeme❤️ Celý príbeh 👉 https://bit.ly/2N7NXys",0.9699,0.0301,3.0,Positive,0.517,Negative
Americki kolonizatori a ich studie 😝,0.6744,0.3256,3.0,Positive,0.425,Negative
aspoň košelu má dobrú-mafiánsku.🤣,0.5752,0.4248,3.0,Positive,0.0,Negative
��🇪Prehra...... my 🇸🇰 sme bojovnici a dnes ich porazime verim nasmu 🇸🇰,0.4266,0.5734,2.0,Negative,1.6870000000000003,Positive
"𝗔𝗻𝗸𝗲𝘁𝗮: Tak schválne, koľko rezňov ste už počas sviatkov stihli zjesť?🙈 Napíšte nám do komentára, nech spoznáme rekord😂 Luxusné rezne s plnkou si pre vás pripravil aj Marcel.😋 \nCelý recept nájdete tu: http://bit.ly/2BKrNMD",0.1328,0.8672,2.0,Negative,1.288,Positive
Jednoznačne VOLÍM OĽANO 👌 protikorupčné hnutie odborníkov 👌,0.4471,0.5529,2.0,Negative,1.128,Neutral
