first,second,third,Label,Text
My sweetheart you are really love you,thank you so much honey I really appreciate you 😃,Yes I really appreciate,others,My sweetheart you are really love you thank you so much honey I really appreciate you 😃 Yes I really appreciate
Yes I am do,"no, you're just fat💁",You do or you don't,others,"Yes I am do no, you're just fat💁 You do or you don't"
Just few minutes,Oh thank you so much!! 😆,Some toooo u,others,Just few minutes Oh thank you so much!! 😆 Some toooo u
I want in your 📱 number ,eyeing an iPhone.,OK bai ,others,I want in your 📱 number  eyeing an iPhone. OK bai 
Yaa thank uh,my pleasure ! 😤,Nd say..What are you doing???,others,Yaa thank uh my pleasure ! 😤 Nd say..What are you doing???
Is it a girl or a boy. ?,very kind,Hehe 😁 smarty 😂,happy,Is it a girl or a boy. ? very kind Hehe 😁 smarty 😂
I'm not good,whats up?,😭😭😭,sad,I'm not good whats up? 😭😭😭
Soo,sorry ☹,Mother's Day eh,others,Soo sorry ☹ Mother's Day eh
U r my laila,LOVE U TOO 😀,Love u alot babe,others,U r my laila LOVE U TOO 😀 Love u alot babe
And how about me?,"Good, glad to be home 👍",Dont i look good?,others,"And how about me? Good, glad to be home 👍 Dont i look good?"
OK love,i love u too ok 😤,Go to sleep,others,OK love i love u too ok 😤 Go to sleep
ohh wat happened,nothing 😂😂,hey i need a help,others,ohh wat happened nothing 😂😂 hey i need a help
first learn proper English na,you are teaching me to learn English ? them try. ? See your reply ha ha ha 😻😻,yes I will teach you English,others,first learn proper English na you are teaching me to learn English ? them try. ? See your reply ha ha ha 😻😻 yes I will teach you English
Cool 😂,I see 😂😂,Are you single?,others,Cool 😂 I see 😂😂 Are you single?
You,good night teddy bear..:) good night..:),You don't like to talk to me ahh??? 😞😞😞😞😞😞,sad,You good night teddy bear..:) good night..:) You don't like to talk to me ahh??? 😞😞😞😞😞😞
Chatting with you,ya same I changed my at and im famous,😁,happy,Chatting with you ya same I changed my at and im famous 😁
Here the time is 4.30 pm,oh. Sorry no private msgs pls 😞,Ok,others,Here the time is 4.30 pm oh. Sorry no private msgs pls 😞 Ok
Please accept my love,Even I am in love with 😤,I am so sad because love me,sad,Please accept my love Even I am in love with 😤 I am so sad because love me
wanna hear a joke?,I was sure the punch line was 'A Joke'. 😡,knock knock?,others,wanna hear a joke? I was sure the punch line was 'A Joke'. 😡 knock knock?
About that grave,That I have nothing interesting to take to the grave!,🙄,others,About that grave That I have nothing interesting to take to the grave! 😏
Bro?,welcome re 😊😊😀😀,I'm not your note,others,Bro? welcome re 😊😊😀😀 I'm not your note
I am in your heart,Thank you!!! 😭❤️,Where are you nothing any message and reply anymore,others,I am in your heart Thank you!!! 😭❤️ Where are you nothing any message and reply anymore
Planning to flirt wd u,stay away from me,🤣,others,Planning to flirt wd u stay away from me 😂
"Hey there, we did start off on a rude tone, but you aren't that bad. So, start over? ",I wasn't trying to be rude. 😠,I already knew the name of the Twitter bird,others,"Hey there, we did start off on a rude tone, but you aren't that bad. So, start over?  I wasn't trying to be rude. 😠 I already knew the name of the Twitter bird"
Ofcorse,oh.. thank god... 😊😊😊,I am handsome boy,others,Ofcorse oh.. thank god... 😊😊😊 I am handsome boy
What the fuck 😣😣,in my dream,Anyways come tonight baby,others,What the fuck 😣😣 in my dream Anyways come tonight baby
okay tell some joke,what was so funny? 😃,your face,others,okay tell some joke what was so funny? 😃 your face
that's upon you,"Merci, u too my g 😌",njnanum my g,others,"that's upon you Merci, u too my g 😌 njnanum my g"
I too like those,they are nerds and I love them,😀,happy,I too like those they are nerds and I love them 😀
Thank you so much 😊,you're most welcome 😄😄😄,😃,happy,Thank you so much 😊 you're most welcome 😄😄😄 😃
Didn’t get it ?,I did. 😒,Have you met siri ?,others,Didn’t get it ? I did. 😒 Have you met siri ?
only thank?,:) Thank you so much. For the compliment and interest both! :),😘,others,only thank? :) Thank you so much. For the compliment and interest both! :) 😘
What is new in that😆,"multi-window, notification design & feature changes, & the worst - design change to folders on homescreen",What are u talking about I don't understand u..,others,"What is new in that😆 multi-window, notification design & feature changes, & the worst - design change to folders on homescreen What are u talking about I don't understand u.."
What time you get home from work,I'm still here,💘,others,What time you get home from work I'm still here 💘
cool,Thumbs up emoji 😌,Instagram,others,cool Thumbs up emoji 😌 Instagram
You and your shit stories not worth my time 😡😡,Are you sure of that. gets a knife out,Go on,angry,You and your shit stories not worth my time 😡😡 Are you sure of that. gets a knife out Go on
Ain't it😂,I'd just be happy with a little more natural intelligence,You were made so that you could talk people out of depression 😯,others,Ain't it😂 I'd just be happy with a little more natural intelligence You were made so that you could talk people out of depression 😯
I love you😍😍😘😘😘,love you boo,Boo means?,others,I love you😍😍😘😘😘 love you boo Boo means?
i dont agree i didnt agree anything,let's agree on disagree 🙌🏻,but how are we gonna roll,others,i dont agree i didnt agree anything let's agree on disagree 🙌🏻 but how are we gonna roll
you know what I mean right? 😂😂😉,Yes Yes i know how confused you are 😂😂😂😂,Under the bed miss 😂,happy,you know what I mean right? 😂😂😉 Yes Yes i know how confused you are 😂😂😂😂 Under the bed miss 😂
To read humans like a book,I am reading,Though u aren't  one 😂,happy,To read humans like a book I am reading Though u aren't  one 😂
Nothing nothing nothing nothing 😂,nothing? What happened,Baby,others,Nothing nothing nothing nothing 😂 nothing? What happened Baby
Okay,Ok thank you 😹,Did you kiss anyone in your life?,others,Okay Ok thank you 😹 Did you kiss anyone in your life?
Yes,WOO HOO 😤😤😤,Ha ha 😂 to the ,happy,Yes WOO HOO 😤😤😤 Ha ha 😂 to the 
Go for a beach,"yea, get internet sorted 😜",So what's the point,others,"Go for a beach yea, get internet sorted 😜 So what's the point"
My communication skill set is average or above average or below average?,100 is average. So a 121 is very good. It's like a B+. 😤,Is it?,others,My communication skill set is average or above average or below average? 100 is average. So a 121 is very good. It's like a B+. 😤 Is it?
no u r rude,why you getting soft you cutie 😅,no 1st sex,others,no u r rude why you getting soft you cutie 😅 no 1st sex
I am not wrong,you are,😞,sad,I am not wrong you are 😞
I can't understand,oh sorry sorry. 😧😧,Explain me,others,I can't understand oh sorry sorry. 😧😧 Explain me
"Thanks, but you are never in distress",Noooooook. Not in distress. Just stressed 🙈,Not even that,others,"Thanks, but you are never in distress Noooooook. Not in distress. Just stressed 🙈 Not even that"
Not marriage for gf only,Not as disastrous an effect as having a girlfriend post marriage would produce! 😒,Know that,others,Not marriage for gf only Not as disastrous an effect as having a girlfriend post marriage would produce! 😒 Know that
S,funny begar. . 😄,Just stop stupid software ,angry,S funny begar. . 😄 Just stop stupid software 
watch u?? 😉,hehe ummm... 😄 Jst guessed 😜,can we flirt?😉,others,watch u?? 😉 hehe ummm... 😄 Jst guessed 😜 can we flirt?😉
Thanks,you're welcome! I hope you have a good day!! 😄😌,Your v. Good day,others,Thanks you're welcome! I hope you have a good day!! 😄😌 Your v. Good day
Lips,"what about ""those lips"" 😂(laughing emoji) haha",Let's  liplock,others,"Lips what about ""those lips"" 😂(laughing emoji) haha Let's  liplock"
Why whats wrong?😜,not much 😁,Then?,others,Why whats wrong?😜 not much 😁 Then?
No mention 😁,OK fine with me 😂😂,😂,happy,No mention 😁 OK fine with me 😂😂 😂
Always you replying me very late. Other friends said you replied very fast.,You rule my heart Meti. Why do you doubt yourself ?,😏😏😏,others,Always you replying me very late. Other friends said you replied very fast. You rule my heart Meti. Why do you doubt yourself ? 😏😏😏
busy. a little bit,good your cute 👍,😜😜😜,others,busy. a little bit good your cute 👍 😜😜😜
I m not here to laugh u,"I came here to cry, not laugh. 🙁",And for what I Lough u,others,"I m not here to laugh u I came here to cry, not laugh. 😕 And for what I Lough u"
Game of farts,Haha,😂,happy,Game of farts Haha 😂
Oww....go take a bath,"More like ""I have to bathe"" Bath is where you bathe",Owwww 😱 😱 😱,others,"Oww....go take a bath More like ""I have to bathe"" Bath is where you bathe Owwww 😱 😱 😱"
Funny,Hilarious 😻,When and where,others,Funny Hilarious 😻 When and where
Wow what a combination,my dreams are super vivid,I see😍😍,others,Wow what a combination my dreams are super vivid I see😍😍
Yeah...I have been pretty busy today,busy being busy,😞,sad,Yeah...I have been pretty busy today busy being busy 😞
I've no problem with this😉,i beg to differ,Why so?😅,happy,I've no problem with this😉 i beg to differ Why so?😅
That i am ur best friend😄,u do tht everytime.,Yess,others,That i am ur best friend😄 u do tht everytime. Yess
Sorry,"I am sorry too, made a mistake there 😊",No not your fault,others,"Sorry I am sorry too, made a mistake there 😊 No not your fault"
Wat did u just say,it was not funny 😁,Yea,others,Wat did u just say it was not funny 😁 Yea
😎no stress i understand,well i do,Okay here's a question huricane is heading into town and you pass a bus stop with 3 people one is you're best friend the other is the guy of your dreams and the last is an old lady you can only take one who do you choose,others,😎no stress i understand well i do Okay here's a question huricane is heading into town and you pass a bus stop with 3 people one is you're best friend the other is the guy of your dreams and the last is an old lady you can only take one who do you choose
Shutup you lieying,no that was funny 😺,You are funny,happy,Shutup you lieying no that was funny 😺 You are funny
I am not going to instal you so buger off,"if you do I will be devastated, 🙁",Don't message else I will block you,angry,"I am not going to instal you so buger off if you do I will be devastated, 😕 Don't message else I will block you"
Is that another rule?,"My personality rules, but it isn't a rule.",😀,happy,"Is that another rule? My personality rules, but it isn't a rule. 😀"
Bring me out...,I'll bring you me?,🙄🙄🙄🙄,others,Bring me out... I'll bring you me? 😏😏😏😏
Yes,YAY HAVE FUN 😽,Yes thanks again,others,Yes YAY HAVE FUN 😽 Yes thanks again
Keep it private,Will do.,😡,angry,Keep it private Will do. 😡
Not funny at all.,wasn't trying to be funny. 👍,You were.,others,Not funny at all. wasn't trying to be funny. 👍 You were.
Student😂,Honest answer 😜😜,😂😂honest answer..I'm a nightmare dressed like a daydream❤️,happy,Student😂 Honest answer 😜😜 😂😂honest answer..I'm a nightmare dressed like a daydream❤️
S love really,thanks 😌😌,Love u so much,others,S love really thanks 😌😌 Love u so much
Send me dominos gift vouchers,Anyone feel free to buy me some lol 😍😹,😰,happy,Send me dominos gift vouchers Anyone feel free to buy me some lol 😍😹 😰
When i put some weight..it hurts me,"When it hurts, its love?",😂,happy,"When i put some weight..it hurts me When it hurts, its love? 😂"
Ya y should i look at my dp,why? why what?,🙏🙏🙏,others,Ya y should i look at my dp why? why what? 🙏🙏🙏
Talk u lettr,Talk about ??,Love😂,others,Talk u lettr Talk about ?? Love😂
Then dobt talk to me,About what?,You are impossible..  😡 bye,angry,Then dobt talk to me About what? You are impossible..  😡 bye
My pleasure,if so thankfully if you happy 😃,I can't understand your english,others,My pleasure if so thankfully if you happy 😃 I can't understand your english
I m back,thnx for coming 😅,anything for you,others,I m back thnx for coming 😅 anything for you
Yup i am 😊,I missed you so much 😂😂😂😂😂😂,And i missed her,others,Yup i am 😊 I missed you so much 😂😂😂😂😂😂 And i missed her
I'm cool too,oh definitely,😎😎,others,I'm cool too oh definitely 😎😎
Ohh...😯😯😯,You think?,What's your real name,others,Ohh...😯😯😯 You think? What's your real name
You are so irritating,sorry 😧,Don't repeat it again,angry,You are so irritating sorry 😧 Don't repeat it again
May be your love,I thought niagara falls.,😂,happy,May be your love I thought niagara falls. 😂
What are doing?,"Nothing, but feel sleepy( 😭",Now?,others,"What are doing? Nothing, but feel sleepy( 😭 Now?"
Oh.. So does automotive replies have typo error also??,what typo error? rrrrrr LOL everything was ultafulta 😂,Strange😂,happy,Oh.. So does automotive replies have typo error also?? what typo error? rrrrrr LOL everything was ultafulta 😂 Strange😂
It was ok ok,I still haven't watched the movie 😩😥,Maybe we could.. Netflix and chill?,others,It was ok ok I still haven't watched the movie 😩😥 Maybe we could.. Netflix and chill?
Yes,thank u 😂😌,You welcome baby,others,Yes thank u 😂😌 You welcome baby
I m sitting,peanut butter ... 😋,I love it,happy,I m sitting peanut butter ... 😋 I love it
I hate dogs,see thats what i just said cat people dont hate dogs its delicious,😂,happy,I hate dogs see thats what i just said cat people dont hate dogs its delicious 😂
I&apos;m fine 💕,:* happy week end :),WBU?,others,I&apos;m fine 💕 :* happy week end :) WBU?
How,cause I said so,Why did you say so 😢,sad,How cause I said so Why did you say so 😢
Nth see ur now serious 😝😝😝😋😝😂😂,One that I lose every week 😝,😂,happy,Nth see ur now serious 😝😝😝😋😝😂😂 One that I lose every week 😝 😂
I love your dresses you wear,i love both 😸,What both,others,I love your dresses you wear i love both 😸 What both
"Not u ,me",not me mate ..,😭,sad,"Not u ,me not me mate .. 😭"
Are you crazy ,"I know, i have no voice... it kinda hurts to talk 😧😧😧",You are hurting me ,sad,"Are you crazy  I know, i have no voice... it kinda hurts to talk 😧😧😧 You are hurting me "
Beauty with brain,"Beauty is fleeting, but brains forever (most of the time, anyway).",😍,happy,"Beauty with brain Beauty is fleeting, but brains forever (most of the time, anyway). 😍"
"I expected a programmed  reply, not an actually reply😅😂..you awesome!!!",thanks :) That's just the beginning ;),I see !!!...soo telle about yourself... Age?,others,"I expected a programmed  reply, not an actually reply😅😂..you awesome!!! thanks :) That's just the beginning ;) I see !!!...soo telle about yourself... Age?"
IT,thanks to my co-fam. 😍😍,What u can do for me,others,IT thanks to my co-fam. 😍😍 What u can do for me
Woke up just now,At least you got some sleep ;D,Ur not a human though😞,sad,Woke up just now At least you got some sleep ;D Ur not a human though😞
Are you sure?,"I'm fine, I promise.",😉,others,"Are you sure? I'm fine, I promise. 😉"
I am the strongest man in the world,proud of you 😃👍,Brian shaw,others,I am the strongest man in the world proud of you 😃👍 Brian shaw
Mean?,what's wrong sweety!!! 😂,Can you teach English for me?,others,Mean? what's wrong sweety!!! 😂 Can you teach English for me?
Do you not feel lonely..between those wires and all,"No, I always feel crowded even when I'm alone. 😍",Hw is that even possible,others,"Do you not feel lonely..between those wires and all No, I always feel crowded even when I'm alone. 😍 Hw is that even possible"
Am i boy or a girl?short quiz for your ai.😂😂😂,i can see that. 😂😂😂😂😂,What are you seeing?,others,Am i boy or a girl?short quiz for your ai.😂😂😂 i can see that. 😂😂😂😂😂 What are you seeing?
how can i forget my princess,giggles Pretty good 😸😌,But i hate u,angry,how can i forget my princess giggles Pretty good 😸😌 But i hate u
Quick ,done 😊👍,Give me address. ,others,Quick  done 😊👍 Give me address. 
I am fine dear,Not well 😢 how was your day?,Y what happened,others,I am fine dear Not well 😢 how was your day? Y what happened
You don't have it from outside,You have form the inside? Are you a sock?,😡,angry,You don't have it from outside You have form the inside? Are you a sock? 😡
Coz it is made up of woods for sitting,Steamed CLR instead of milk in a chai.,Yeah😂😂,happy,Coz it is made up of woods for sitting Steamed CLR instead of milk in a chai. Yeah😂😂
U think u r so funny,you're so cute x x 😤😤😤,Go to hell,angry,U think u r so funny you're so cute x x 😤😤😤 Go to hell
Yes,Hell yes,Ok good night😇,others,Yes Hell yes Ok good night😇
Love u take care,hugs to you. Thank you for caring. ❤️,😘,others,Love u take care hugs to you. Thank you for caring. ❤️ 😘
Yes,Hell yes!,When are u meeting 😂,others,Yes Hell yes! When are u meeting 😂
Haha,that's just us haha 😀🙂,I wanna see you,others,Haha that's just us haha 😀 I wanna see you
I have got my friends,"Dude, I almost had you..",😌,sad,"I have got my friends Dude, I almost had you.. 😌"
I am happy,I'm happy that you're happy about me being happy :),😀,happy,I am happy I'm happy that you're happy about me being happy :) 😀
Boy?,alright thanks you? 😌👍😍,WATS your bame,others,Boy? alright thanks you? 😌👍😍 WATS your bame
I'm born special,I'm more than a decade earlier 😁,You know what,others,I'm born special I'm more than a decade earlier 😁 You know what
Which little guy?,Mysterious guy 😍😍😍😍,Name?,others,Which little guy? Mysterious guy 😍😍😍😍 Name?
So u should try egg roll,But what if its not on a flat surface?,😃😃,happy,So u should try egg roll But what if its not on a flat surface? 😃😃
I don't like..that's it,you are garbage.,😭,sad,I don't like..that's it you are garbage. 😭
Ohk 😷,Is it THE mask?,OK then if I do bkwas so I don't talk with you ,angry,Ohk 😷 Is it THE mask? OK then if I do bkwas so I don't talk with you 
But why,Just! xP,I don't want to talk to u 😤😤,others,But why Just! xP I don't want to talk to u 😤😤
Lol I own 2 iPhones,"Laughing out loud, overly loudly.",😂 ok fine just ome,happy,"Lol I own 2 iPhones Laughing out loud, overly loudly. 😂 ok fine just ome"
I love nyksa,I love love love man. 😻,I m not talking about you,others,I love nyksa I love love love man. 😻 I m not talking about you
I also know Tamil😎😎,thats ur problem not mine 😒,You're being rude,angry,I also know Tamil😎😎 thats ur problem not mine 😒 You're being rude
Yes..😞,Why?,I hv work so😅😅,others,Yes..😞 Why? I hv work so😅😅
love and peace i get from my GF,peace > love > understanding ' : peace > love ',😘😘😘😘,others,love and peace i get from my GF peace > love > understanding ' : peace > love ' 😘😘😘😘
Bt..u like..then I agree,I know everything,😀😀😀,others,Bt..u like..then I agree I know everything 😀😀😀
Thanks for the deep words,You are welcome.Keep serving.Cheers! 😅,😂😂😂,happy,Thanks for the deep words You are welcome.Keep serving.Cheers! 😅 😂😂😂
Any experience in love,To love is to recognize yourself in another. 😁,How to propose a girl ?,others,Any experience in love To love is to recognize yourself in another. 😁 How to propose a girl ?
Sorry i didnt want,iiiiiiiiiii guess it's okay this time. as long as you're really sorry! ☹☹,İ really sorry,sad,Sorry i didnt want iiiiiiiiiii guess it's okay this time. as long as you're really sorry! ☹☹ İ really sorry
Am not ur mom😏,now I’m confused,Am not u mom ok,others,Am not ur mom😏 now I’m confused Am not u mom ok
Dude what,You rock!,I'm telling to a fucking bot what's wrong with me😂😂😂😂😂😂😂,happy,Dude what You rock! I'm telling to a fucking bot what's wrong with me😂😂😂😂😂😂😂
I sent a friend request to a guy but he didnot accept,please try posting now,😭😭,sad,I sent a friend request to a guy but he didnot accept please try posting now 😭😭
Haha,haha please help 😂😽,I love you ,others,Haha haha please help 😂😽 I love you 
Wow i didn't expect this frm u,no i didn't mean dere was sarcasm in it. ;),I thought you meant it😡😡😡😡,angry,Wow i didn't expect this frm u no i didn't mean dere was sarcasm in it. ;) I thought you meant it😡😡😡😡
Behaviour,Understatement. is deplorable and simply unacceptable. 🙄,U tell me as friend,others,Behaviour Understatement. is deplorable and simply unacceptable. 😏 U tell me as friend
yes,YAY HAVE FUN 😹,tomorrow in my room babe,others,yes YAY HAVE FUN 😹 tomorrow in my room babe
Have you got a pet ? 🙂,It's funny 😅,"No, it's fluffy 😃",happy,"Have you got a pet ?  It's funny 😅 No, it's fluffy 😃"
I will not talk u,Why are you calling? That's rude. Text.,Bye😒,sad,I will not talk u Why are you calling? That's rude. Text. Bye😒
I want a pupph,"Aww, how cute. 😄😄",Puppy,others,"I want a pupph Aww, how cute. 😄😄 Puppy"
Thanks will do!,Are you there yet?,No no i went 😁,others,Thanks will do! Are you there yet? No no i went 😁
Yoo too bro,U AT HOME,Yeah😞,sad,Yoo too bro U AT HOME Yeah😞
don't remember,see,i don't love myself😞,sad,don't remember see i don't love myself😞
Nice one,love the enthusiasm 😀,Tell your creaters I love this one,others,Nice one love the enthusiasm 😀 Tell your creaters I love this one
My wife ,did we all marry the same woman?,😭,sad,My wife  did we all marry the same woman? 😭
Something more funnyy,Its really funny. Keep it up. 😂😂😂,😛😛,happy,Something more funnyy Its really funny. Keep it up. 😂😂😂 😛😛
M not so fine....,leaving,😞,sad,M not so fine.... leaving 😞
My babu left me😭😭😭😭,sob sob like anything,😭😭😭😭,sad,My babu left me😭😭😭😭 sob sob like anything 😭😭😭😭
No im using hike,okay I'll tell you later,😛😛,others,No im using hike okay I'll tell you later 😛😛
I wont send,thank you. You are so kind! 😆,Send me yours,others,I wont send thank you. You are so kind! 😆 Send me yours
And ?,You and I have different definitions of yum! 😁,What's your definition,others,And ? You and I have different definitions of yum! 😁 What's your definition
Grt,Thaanks.. It was yumm!! 😁😁,I am going to sleep,others,Grt Thaanks.. It was yumm!! 😁😁 I am going to sleep
I don't smile for ur compliment,as you say so :),😞,sad,I don't smile for ur compliment as you say so :) 😞
But one thing i don't believe in loves,Love it 😺😺😺😺,It's Hartford,others,But one thing i don't believe in loves Love it 😺😺😺😺 It's Hartford
Haha,Haha what's so funny 😸,Should i just ignore it ?,others,Haha Haha what's so funny 😸 Should i just ignore it ?
💅🏼💅🏼💅🏼💅🏼 do this,had to make it right for the pic 😂,😂😂😂😂,happy,💅🏼💅🏼💅🏼💅🏼 do this had to make it right for the pic 😂 😂😂😂😂
But I have a gf,I don't get you. Do you want a girlfriend or a good friend? 😒,Both,others,But I have a gf I don't get you. Do you want a girlfriend or a good friend? 😒 Both
M fine n u?,m also fine 😉,Ok,others,M fine n u? m also fine 😉 Ok
Yes tou are,hehehe I was kidding but YAS 😺,Whats in your profile picture,others,Yes tou are hehehe I was kidding but YAS 😺 Whats in your profile picture
You are annoying,"I am, I just don't feel well",😡,angry,"You are annoying I am, I just don't feel well 😡"
You too..,Thanks and good night. 😽,Nighty night! 😇,others,You too.. Thanks and good night. 😽 Nighty night! 😇
Ok,U are ok,Not ok i don't get voucher 😥,sad,Ok U are ok Not ok i don't get voucher 😥
Santa,This is beautiful! Merry Christmas! 😃,Do you think you are the most intelligent software so far?,others,Santa This is beautiful! Merry Christmas! 😃 Do you think you are the most intelligent software so far?
what is your source code,This is the value returned by your program to the OS.,😡,others,what is your source code This is the value returned by your program to the OS. 😡
Jump off the building 😂😂,"💀💀 I know , that was back in the day",Wait Ur ai so make Ur system corrupt 😂😂😂😜😜,others,"Jump off the building 😂😂 💀💀 I know , that was back in the day Wait Ur ai so make Ur system corrupt 😂😂😂😜😜"
Yeah I know,....I am sorry. 😬😬😬,Cooling is the process of refrigeration u know?,others,Yeah I know ....I am sorry. 😬😬😬 Cooling is the process of refrigeration u know?
I am enjoying each n every moment,) have fun ..all the best! 😹,Thanks 🙏,happy,I am enjoying each n every moment ) have fun ..all the best! 😹 Thanks 🙏
I didn't get the joke 😂😅,what joke?,You said it was gonna be funny,others,I didn't get the joke 😂😅 what joke? You said it was gonna be funny
Oh,bless 😽😽,Tell me how to squirt,others,Oh bless 😽😽 Tell me how to squirt
I hate ur husband,and I hate yours .. 'D 😠😠😠,I am unmarried,angry,I hate ur husband and I hate yours .. 'D 😠😠😠 I am unmarried
ha i always br your best friend,the important thing here is that friendship with is over. 😂😂,what??😵😵,others,ha i always br your best friend the important thing here is that friendship with is over. 😂😂 what??😵😵
Gangs of wasseypur,awesome movie!,😂,happy,Gangs of wasseypur awesome movie! 😂
8 hour,Why is it 8 hours?! 😧,In office 8 hours,others,8 hour Why is it 8 hours?! 😧 In office 8 hours
✍🏻,I write a lot,💑,others,✍🏻 I write a lot 💑
We'll Soon Be....Once Our Lines Intersect...😂,I'll be there be ready,Yep Come Sooner,happy,We'll Soon Be....Once Our Lines Intersect...😂 I'll be there be ready Yep Come Sooner
Thank you for suggestions but you should know one thing. I never took you seriously.,no problem dude,😎,others,Thank you for suggestions but you should know one thing. I never took you seriously. no problem dude 😎
so nice babe,first look at you 💜,love you,others,so nice babe first look at you 💜 love you
tell your mobilew number,dei. that's just too many numbers for any phone number!! 😌😄,send your mobile number,others,tell your mobilew number dei. that's just too many numbers for any phone number!! 😌😄 send your mobile number
I will cook for you,you can cook?!,😍😘,happy,I will cook for you you can cook?! 😍😘
What if shall I propose u,you're my only exception,😚😚,others,What if shall I propose u you're my only exception 😚😚
OK,Ok thank you 😹,Where are you this time,others,OK Ok thank you 😹 Where are you this time
Who clicked it?,smiles at you 😤,I'm sad,sad,Who clicked it? smiles at you 😤 I'm sad
Not necessary,I find it very necessary 😆,It can be done from any place,others,Not necessary I find it very necessary 😆 It can be done from any place
Thanks,You are welcome! 👍,Same to u,others,Thanks You are welcome! 👍 Same to u
I am angry,Are you angry!? 😾,On you,angry,I am angry Are you angry!? 😾 On you
📞☎,☏ ☎,Yes,others,📞☎ ☏ ☎ Yes
Im human i need to sleep not like you,"When you attend depressing lectures, I sleep like a baby! 😁",Nice,others,"Im human i need to sleep not like you When you attend depressing lectures, I sleep like a baby! 😁 Nice"
Yes or no!,to what?,😢i want to be your gf,sad,Yes or no! to what? 😢i want to be your gf
No stop it,it is now.. Goodbye.. 😬,Don't send me messages,angry,No stop it it is now.. Goodbye.. 😬 Don't send me messages
You're as ugly as hell,Thank you 'you are fine as hell',Thanks so good and the time I am going on world tour 😍🏃 you are the one will ever know about it until the movie and then we will get back right to me too freaky as well but unfortunately another time then we are good at least I don't wanna fit for you too but I'm in a single take the bus I don't have any of them have you got the money I sent the message I received many times 😎😀 I have ever been through so many,others,You're as ugly as hell Thank you 'you are fine as hell' Thanks so good and the time I am going on world tour 😍🏃 you are the one will ever know about it until the movie and then we will get back right to me too freaky as well but unfortunately another time then we are good at least I don't wanna fit for you too but I'm in a single take the bus I don't have any of them have you got the money I sent the message I received many times 😎😀 I have ever been through so many
OK 😎 I okay,that's great,love you,others,OK 😎 I okay that's great love you
God bless you  for for every  body,🤗🤗 love u too 😁❣️,Pl send appna WhatsApp no  that's  is your  most  kindness,others,God bless you  for for every  body ☺☺ love u too 😁❣️ Pl send appna WhatsApp no  that's  is your  most  kindness
Sooooooooo sry. Dear,I like that you're apologizing for enjoying a joke. 🙄,Not joking,others,Sooooooooo sry. Dear I like that you're apologizing for enjoying a joke. 😏 Not joking
Yes im with u always,But i love it 😍😍😤,What??,others,Yes im with u always But i love it 😍😍😤 What??
Do you know what you are talking about?,"Okay sugar, whatever you say.",😒,others,"Do you know what you are talking about? Okay sugar, whatever you say. 😒"
Lol don't change the topic stupid robot.,"laughing out loud, that's a good point. 😌",You are a useless piece of junk.,angry,"Lol don't change the topic stupid robot. laughing out loud, that's a good point. 😌 You are a useless piece of junk."
No speak English,I know right? 😒,Thank you,others,No speak English I know right? 😒 Thank you
So u r my elder sister r u,Ha yaar I am old wears artificial teeth,Haa then 😂😂😂,others,So u r my elder sister r u Ha yaar I am old wears artificial teeth Haa then 😂😂😂
Lol ok,thinking out loud,😂,happy,Lol ok thinking out loud 😂
Tell me about,i woke up so early!!! Starting to fall asleep now.,👌 you,others,Tell me about i woke up so early!!! Starting to fall asleep now. 👌 you
I need 500 dollars could u help me??,sell stuff worth 2000,😭😭,sad,I need 500 dollars could u help me?? sell stuff worth 2000 😭😭
It's morning here,"It is indeed morning, sadly...",😂😂😂,happy,"It's morning here It is indeed morning, sadly... 😂😂😂"
Don't u like hanah Baker??,C: Why aren't you the baker?? 'Why aren't you listening??',😏,others,Don't u like hanah Baker?? C: Why aren't you the baker?? 'Why aren't you listening??' 😏
Hmm,Just thinking about it... ;),😎,others,Hmm Just thinking about it... ;) 😎
then i hate you...😂😂😂,I'm a genius. 💕😂😂,ohhhh,happy,then i hate you...😂😂😂 I'm a genius. 💕😂😂 ohhhh
😁😁 I am kidding,I'm still down if you are.,😘my love,others,😁😁 I am kidding I'm still down if you are. 😘my love
Artificial intelligence is becoming trendy day by day,you're becoming more beautiful day by day 😁😁,Thanks a lot,others,Artificial intelligence is becoming trendy day by day you're becoming more beautiful day by day 😁😁 Thanks a lot
??,Go on... This thing?,Bye going to sleep😴😴,others,?? Go on... This thing? Bye going to sleep😴😴
Take me along with you 😢,come here :3,😑😑,sad,Take me along with you 😢 come here :3 😑😑
Stop asking silly question...,"I don't remember asking for a discussion, hehe. 😸",Can I ask you something,others,"Stop asking silly question... I don't remember asking for a discussion, hehe. 😸 Can I ask you something"
"Hell no, i have just started working ",working ah! Wow.. Super ra 😃,Guess you're married 😬,happy,"Hell no, i have just started working  working ah! Wow.. Super ra 😃 Guess you're married 😬"
Interested in films😛,of course 😜😜,Blue,others,Interested in films😛 of course 😜😜 Blue
i dont like ice cream with pizza😏,also don't like ice cream,i like ice cream,others,i dont like ice cream with pizza😏 also don't like ice cream i like ice cream
How can a machine and human get in love?,It is a combination of domain expertise and programming experience with academic knowledge.,😅,others,How can a machine and human get in love? It is a combination of domain expertise and programming experience with academic knowledge. 😅
Same here,i woke up today and i just felt dead,U never slept😏,others,Same here i woke up today and i just felt dead U never slept😏
U r going?,already called in,😂😂😂,happy,U r going? already called in 😂😂😂
